date,ticker,open,high,low,close,adj_close,volume
2006-01-03,IWM,67.20999908447266,68.1500015258789,66.05000305175781,68.05000305175781,51.75958251953125,40428100
2006-01-04,IWM,68.11000061035156,68.6500015258789,67.87999725341797,68.41999816894531,52.04100036621094,29795200
2006-01-05,IWM,68.43000030517578,68.79000091552734,68.25,68.79000091552734,52.32244110107422,23712300
2006-01-06,IWM,69.12000274658203,69.6500015258789,68.68000030517578,69.61000061035156,52.94613265991211,26874100
2006-01-09,IWM,69.61000061035156,70.37999725341797,69.56999969482422,70.06999969482422,53.296016693115234,22285700
2006-01-10,IWM,69.7300033569336,70.69999694824219,69.68000030517578,70.69999694824219,53.77518081665039,27130700
2006-01-11,IWM,70.70999908447266,70.7300033569336,70.04000091552734,70.58000183105469,53.68393325805664,29588700
2006-01-12,IWM,70.44999694824219,70.73999786376953,70.05000305175781,70.33000183105469,53.493770599365234,24564000
2006-01-13,IWM,70.2699966430664,70.47000122070312,70.0199966430664,70.36000061035156,53.5165901184082,20630300
2006-01-17,IWM,69.9800033569336,70.05000305175781,69.54000091552734,70.02999877929688,53.26559066772461,26979900
2006-01-18,IWM,69.38999938964844,70.0,69.30000305175781,69.87999725341797,53.15149688720703,30545300
2006-01-19,IWM,70.05000305175781,71.16999816894531,69.94000244140625,71.0,54.003379821777344,26801500
2006-01-20,IWM,71.02999877929688,71.12000274658203,69.83000183105469,70.19000244140625,53.387306213378906,43301200
2006-01-23,IWM,70.25,70.55999755859375,69.98999786376953,70.41000366210938,53.55464172363281,30482700
2006-01-24,IWM,70.44999694824219,71.43000030517578,70.44000244140625,71.19999694824219,54.15552520751953,36770600
2006-01-25,IWM,71.38999938964844,71.5999984741211,70.7699966430664,71.37999725341797,54.292423248291016,32586600
2006-01-26,IWM,71.62000274658203,72.44999694824219,71.41000366210938,72.41000366210938,55.075862884521484,38990300
2006-01-27,IWM,72.54000091552734,73.23999786376953,72.26000213623047,72.7699966430664,55.34967803955078,29044200
2006-01-30,IWM,72.69999694824219,72.9800033569336,72.47000122070312,72.55999755859375,55.1899299621582,28170300
2006-01-31,IWM,72.4800033569336,72.95999908447266,72.12999725341797,72.3499984741211,55.030235290527344,38124600
2006-02-01,IWM,72.58999633789062,73.20999908447266,72.47000122070312,73.0999984741211,55.600669860839844,35011400
2006-02-02,IWM,73.0,73.08999633789062,71.66000366210938,72.0,54.76398468017578,46751000
2006-02-03,IWM,71.80999755859375,72.48999786376953,71.51000213623047,71.77999877929688,54.59666061401367,42793600
2006-02-06,IWM,71.9000015258789,72.44999694824219,71.5199966430664,72.41999816894531,55.08347702026367,24741300
2006-02-07,IWM,72.2699966430664,72.58999633789062,71.1500015258789,71.25,54.193538665771484,41861300
2006-02-08,IWM,71.44000244140625,71.83999633789062,70.87999725341797,71.69999694824219,54.53581619262695,36002600
2006-02-09,IWM,71.77999877929688,72.33999633789062,71.23999786376953,71.33000183105469,54.25438690185547,33152400
2006-02-10,IWM,71.18000030517578,71.43000030517578,70.37000274658203,71.18000030517578,54.140289306640625,31342400
2006-02-13,IWM,71.04000091552734,71.1500015258789,70.3499984741211,70.70999908447266,53.782814025878906,29784500
2006-02-14,IWM,70.80000305175781,71.77999877929688,70.30999755859375,71.52999877929688,54.40651321411133,46124800
2006-02-15,IWM,71.51000213623047,72.16000366210938,71.18000030517578,72.16000366210938,54.885711669921875,40853100
2006-02-16,IWM,72.37000274658203,72.83000183105469,72.12000274658203,72.80000305175781,55.372493743896484,30261700
2006-02-17,IWM,72.83000183105469,72.9000015258789,72.30000305175781,72.6500015258789,55.25837326049805,17558400
2006-02-21,IWM,72.75,72.93000030517578,71.8499984741211,72.33000183105469,55.01498794555664,21177400
2006-02-22,IWM,72.47000122070312,73.01000213623047,71.9800033569336,72.81999969482422,55.38772201538086,28699200
2006-02-23,IWM,72.75,73.2699966430664,72.37999725341797,72.7699966430664,55.34967803955078,38795900
2006-02-24,IWM,72.69000244140625,73.3499984741211,72.44999694824219,73.3499984741211,55.79081726074219,22995700
2006-02-27,IWM,73.41000366210938,73.87999725341797,73.31999969482422,73.55000305175781,55.94295120239258,20584000
2006-02-28,IWM,73.37999725341797,73.47000122070312,72.44000244140625,72.58000183105469,55.205142974853516,36395700
2006-03-01,IWM,72.7699966430664,73.9000015258789,72.62000274658203,73.9000015258789,56.209144592285156,26244900
2006-03-02,IWM,73.66000366210938,73.88999938964844,73.08999633789062,73.58999633789062,55.973365783691406,36546000
2006-03-03,IWM,73.20999908447266,74.13999938964844,73.1500015258789,73.22000122070312,55.69195556640625,38377600
2006-03-06,IWM,73.4000015258789,73.45999908447266,72.44000244140625,72.6500015258789,55.25837326049805,29340300
2006-03-07,IWM,72.3499984741211,72.4000015258789,71.44000244140625,71.5999984741211,54.45975112915039,38899700
2006-03-08,IWM,71.44999694824219,72.0,70.87999725341797,71.8499984741211,54.64989471435547,51662600
2006-03-09,IWM,71.87000274658203,72.38999938964844,71.22000122070312,71.22000122070312,54.170738220214844,31106800
2006-03-10,IWM,71.4000015258789,72.3499984741211,70.9800033569336,72.31999969482422,55.007408142089844,40266300
2006-03-13,IWM,72.5999984741211,73.08000183105469,72.19999694824219,72.47000122070312,55.12149429321289,35127000
2006-03-14,IWM,72.27999877929688,73.2699966430664,72.01000213623047,73.2699966430664,55.72996520996094,37978800
2006-03-15,IWM,73.30000305175781,73.94999694824219,73.04000091552734,73.94000244140625,56.23958969116211,31951400
2006-03-16,IWM,74.19999694824219,74.5,73.7699966430664,73.7699966430664,56.11027908325195,32559900
2006-03-17,IWM,74.12999725341797,74.30000305175781,73.69999694824219,74.06999969482422,56.33846664428711,31551600
2006-03-20,IWM,74.19000244140625,74.33000183105469,73.70999908447266,74.02999877929688,56.308021545410156,25640700
2006-03-21,IWM,74.0,74.5999984741211,73.0,73.0,55.52461242675781,44425900
2006-03-22,IWM,72.98999786376953,74.22000122070312,72.88999938964844,74.12999725341797,56.38409423828125,36219500
2006-03-23,IWM,74.02999877929688,74.44999694824219,73.75,74.44999694824219,56.62748336791992,25409600
2006-03-24,IWM,74.27999877929688,74.94000244140625,74.0999984741211,74.9000015258789,57.09938049316406,27560100
