,start,end,n_obs,cagr,ann_return_arith,ann_vol,sharpe,sortino,calmar,omega,max_drawdown,max_drawdown_date,time_underwater_share,hit_rate,best_day,worst_day,skew,excess_kurtosis,var_95,cvar_95,tail_ratio,total_return,tracking_error,information_ratio,beta_to_benchmark,alpha_ann
M1_inverse_vol,2006-02-01,2026-09-21,5191,0.054746434018491774,0.055453106817520754,0.06408204031044074,0.8653455250313856,0.822930115231808,0.31129424286787294,1.1719222743490108,-0.17586715871815395,2008-11-20,0.873434790984396,0.5532652668079369,0.03769916333397509,-0.037636846617919856,-0.24951864903947638,8.803771007363622,0.005995057285446747,0.009469929903853064,0.9735109381758863,2.0037551989915,0.1486169822057174,-0.4640504795782973,0.25700009755135766,0.023477440288613507
M2_risk_parity,2006-02-01,2026-09-21,5191,0.05161976145157765,0.052557812868009354,0.065305463399965,0.8047996313282041,0.7477175798036937,0.2811439204371816,1.1636752932012535,-0.18360618067539358,2008-11-20,0.8391446734733192,0.5220574070506646,0.042780438915219106,-0.03873597772774742,-0.2546735323299373,10.15385362600002,0.006088560305565701,0.009737306732238686,0.9900625255762954,1.8252639916534568,0.1483961756810186,-0.4842515346892837,0.2600257285741142,0.02020570068968423
M3_momentum,2006-02-01,2026-09-21,5191,0.017631141949733697,0.019728056837998217,0.06661340620533959,0.29615745481000283,0.2877152830848939,0.11583139525608663,1.0547911928468303,-0.15221384418925255,2026-06-26,0.9425929493353882,0.5024080138701599,0.03149696293519031,-0.03877883541740643,-0.18850752757681813,6.059595355316695,0.006554008453940914,0.009849470732336892,0.9967591249868107,0.4342638519173436,0.21309573923353295,-0.4912854298359932,-0.05372771533537596,0.02641279947153253
M4_mean_reversion,2006-02-01,2026-09-21,5191,-0.018466664184197512,-0.01633182380520515,0.06838422120539388,-0.23882444688741972,-0.2361881955418198,-0.053693668698337985,0.9568652367360149,-0.34392628836645545,2025-04-08,0.9965324600269697,0.4935465228279715,0.03569317607112195,-0.049970589097055144,-0.1727354420100608,10.1645327652541,0.0063684663746317195,0.010024125524260354,1.0059586872414006,-0.31929439964386297,0.183556736219987,-0.7667967702372035,0.1078502226715972,-0.029750428654280105
M9_mean_cvar,2006-02-01,2026-09-21,5191,0.03343373369876934,0.033817395006535335,0.04174144883456091,0.8101634215086314,0.7620142680110505,0.23559562369239,1.1730820326362126,-0.1419115226962906,2022-10-20,0.8383741090348681,0.5205162781737622,0.0405376533537501,-0.0320607236159636,0.09214273401079398,23.62491201991785,0.003728135797398397,0.006168908911052102,0.9877621076738498,0.9711729905073445,0.18146712492571115,-0.49927221646410175,0.07850595914290862,0.024049770814937428
combined_equal,2006-02-02,2026-09-21,5190,0.02870392065284033,0.02905050586665667,0.03736111820801834,0.7775598606259579,0.7410906547738645,0.24719890879495676,1.1551923033761868,-0.11611669643998823,2008-10-27,0.8865125240847784,0.5427745664739885,0.02358631925133196,-0.024876583337367995,-0.33685176783618803,11.35387484915359,0.003453411752957062,0.005559619082679204,0.9926356006035449,0.7930024448456876,0.16965216288451454,-0.5602842895435688,0.12993901587377382,0.012924561073119402
combined_inverse_vol,2006-04-28,2026-09-21,5131,0.029039964024603737,0.0294013960338493,0.03792066517145096,0.7753396703595935,0.732894788493789,0.22516893248256994,1.1542451956221327,-0.12896967492108036,2008-10-27,0.8891054375365426,0.5509647242252972,0.027780982658100944,-0.025401410874019037,-0.3349970044169222,13.219888372860854,0.0034812453523469754,0.005589358574267519,0.9685853370352209,0.7931405086062355,0.17094335278427844,-0.5551052122971756,0.12797371222005674,0.013495166821351101
combined_alpha_only,2006-04-28,2026-09-21,5131,0.0030390332246021945,0.0038694376113837014,0.04073084640965488,0.09500017683075905,0.09533657611120243,0.025507449746545376,1.018270547030682,-0.11914296626277932,2009-07-10,0.9812901968427207,0.49931787175989084,0.02574021720439084,-0.01871163606375542,0.08042704380839384,7.537059114125611,0.003936111441227289,0.006265349089468401,1.036400078819775,0.06385747837717903,0.1933479794989613,-0.6228330126471295,0.02164567635734538,0.0011790328116272712
