,gross_n_obs,gross_cagr,gross_ann_return_arith,gross_ann_vol,gross_sharpe,gross_sortino,gross_calmar,gross_omega,gross_max_drawdown,gross_time_underwater_share,gross_hit_rate,gross_best_day,gross_worst_day,gross_skew,gross_excess_kurtosis,gross_var_95,gross_cvar_95,gross_tail_ratio,gross_total_return,gross_tracking_error,gross_information_ratio,gross_beta_to_benchmark,gross_alpha_ann,start,end,n_obs,cagr,ann_return_arith,ann_vol,sharpe,sortino,calmar,omega,max_drawdown,max_drawdown_date,time_underwater_share,hit_rate,best_day,worst_day,skew,excess_kurtosis,var_95,cvar_95,tail_ratio,total_return,ann_turnover,ann_cost_drag,tracking_error,information_ratio,beta_to_benchmark,alpha_ann,name,cost_of_trading_sharpe
M3_momentum,5191,0.023442410416103066,0.02542927765707924,0.06656123211811449,0.38204337341523936,0.37151566771714345,0.18157897836318782,1.071239410374542,-0.12910310779045353,0.9354652282797149,0.5045270660759006,0.03149696293519031,-0.03877883541740643,-0.1887323535707248,6.041489285851124,0.006524237868471753,0.009825619707144198,1.0013074114412301,0.6130962632435653,0.21308915156750788,-0.4645455214322512,-0.05378367540772385,0.03212098278062573,2006-02-01,2026-09-21,5191,0.017631141949733697,0.019728056837998217,0.06661340620533959,0.29615745481000283,0.2877152830848939,0.11583139525608663,1.0547911928468303,-0.15221384418925255,2026-06-26,0.9425929493353882,0.5024080138701599,0.03149696293519031,-0.03877883541740643,-0.18850752757681813,6.059595355316695,0.006554008453940914,0.009849470732336892,0.9967591249868107,0.4342638519173436,9.162967491099398,0.0057012208190810165,0.21309573923353295,-0.4912854298359932,-0.05372771533537596,0.02641279947153253,M3_momentum,0.08588591860523653
M4_mean_reversion,5191,-0.004720124182544083,-0.0024072620631760706,0.06828121260657417,-0.03525511588445776,-0.03489543338756982,-0.01865485800106652,0.9935047519615863,-0.2530238601802398,0.9959545366981314,0.5002889616644192,0.03569317607112195,-0.049970589097055144,-0.18608979838407974,10.237183013073006,0.006341600085612621,0.009978624090106716,1.0134141768729488,-0.0930166770502161,0.18359853254869193,-0.6907797627037344,0.10745257536420716,-0.015776392076177544,2006-02-01,2026-09-21,5191,-0.018466664184197512,-0.01633182380520515,0.06838422120539388,-0.23882444688741972,-0.2361881955418198,-0.053693668698337985,0.9568652367360149,-0.34392628836645545,2025-04-08,0.9965324600269697,0.4935465228279715,0.03569317607112195,-0.049970589097055144,-0.1727354420100608,10.1645327652541,0.0063684663746317195,0.010024125524260354,1.0059586872414006,-0.31929439964386297,22.38204123922021,0.013924561742029083,0.183556736219987,-0.7667967702372035,0.1078502226715972,-0.029750428654280105,M4_mean_reversion,0.20356933100296196
M5_momentum_plus_mr,5191,0.01354056441710405,0.015709936473132957,0.06687541096073671,0.23491349432389186,0.23116291255863225,0.07476197707544183,1.043388989205737,-0.18111565459859835,0.9657098824889231,0.5120400693507995,0.035471071338826425,-0.03762641502009892,-0.09577111814984163,6.869956967435103,0.0064702723634788295,0.009883006284058403,0.9876013128905985,0.31987523017747255,0.1933352005225077,-0.5622822533953126,0.055284972812739135,0.00883144159487095,2006-02-01,2026-09-21,5191,0.0018719795220920599,0.004115563595772013,0.0669594772956087,0.0614634964607455,0.06057357030286197,0.00915427870630271,1.0111750869950284,-0.2044923015947946,2008-10-27,0.9849739934502023,0.5043344249662878,0.035471071338826425,-0.03762641502009892,-0.0884382653609699,6.843070332833481,0.006489995745155874,0.009921542800313037,0.9811405932564085,0.0393468905540213,18.41059714962113,0.011594372877360946,0.19332312672393578,-0.6222914305518323,0.05550011829104921,-0.0027896994438066265,M5_momentum_plus_mr,0.17344999786314635
